,,使用,高度,移動類型,兵器類型,性能,編成數,耐久度,生產回合,生產計數,特殊能力,,,,,,,,,,,掃除地雷,掃除機雷,夜間減少率,索敵範圍,,,,,,迎擊範圍,,,,,,價格,搭載種類,,,,,,,,,,,,,,,,搭乘種類,搭載地點,回避力,,,,,,,補給,,,,,,,,,初期武裝套組,變形編號,武裝１,副屬,攻擊判定次數,裝填時間,武裝２,副屬,攻擊判定次數,裝填時間,武裝３,副屬,攻擊判定次數,裝填時間,武裝４,副屬,攻擊判定次數,裝填時間,武裝５,副屬,攻擊判定次數,裝填時間,武裝套組１,,,,,,高速移動力,ECM回避力,,武裝套組２,,,,,,高速移動力,ECM回避力,,武裝套組３,,,,,,高速移動力,ECM回避力,,武裝套組４,,,,,,高速移動力,ECM回避力,,圖像編號,兵器移動聲,地圖圖像,地圖圖像小,兵器別圖示
749,S-3維京,○,高空,高空,空中加油機,0,1,8,5,480,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,2,2,2,2,1,0,0,0,0,0,0,4500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,艦載機,無,21,21,31,34,34,41,41,○,×,×,×,×,×,○,×,×,0,0,,,,,,,,,,,,,,,,,補給物資,通常,1,0,0,0,0,0,10,9,11,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,0,11,11,1210
754,Il-78麥達斯,○,高空,高空,空中加油機,0,1,12,5,540,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,2,2,2,2,1,0,0,0,0,0,0,7000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,20,20,29,34,34,31,31,○,×,×,×,×,×,×,×,×,0,0,,,,,,,,,,,,,,,,,補給物資,通常,1,0,0,0,0,0,15,10,13,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,11,11,1204
757,Tu-16獾式,○,高空,高空,空中加油機,0,1,12,5,480,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,2,2,2,2,1,0,0,0,0,0,0,7000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,21,21,29,30,30,34,34,○,×,×,×,×,×,×,×,×,0,0,,,,,,,,,,,,,,,,,補給物資,通常,1,0,0,0,0,0,15,9,12,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,11,11,1208
759,三星K1,○,高空,高空,空中加油機,0,1,12,5,600,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,2,2,2,2,1,0,0,0,0,0,0,7500,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,18,18,26,32,32,31,31,○,×,×,×,×,×,×,×,×,0,0,,,,,,,,,,,,,,,,,補給物資,通常,1,0,0,0,0,0,20,10,13,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,0,11,11,1205
760,勝利者K.2,○,高空,高空,空中加油機,0,1,12,5,600,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,2,2,2,2,1,0,0,0,0,0,0,8000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,24,24,31,32,32,36,36,○,×,×,×,×,×,×,×,×,0,0,,,,,,,,,,,,,,,,,補給物資,通常,1,0,0,0,0,0,15,9,12,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,11,11,6714
762,C-160,○,高空,高空,空中加油機,0,1,12,5,600,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,2,2,2,2,1,0,0,0,0,0,0,6000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,19,19,28,32,32,32,32,○,×,×,×,×,×,×,×,×,0,0,,,,,,,,,,,,,,,,,補給物資,通常,1,0,0,0,0,0,15,9,11,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0,11,11,1206
768,轟油6型,○,高空,高空,空中加油機,0,1,12,5,480,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,2,2,2,2,1,0,0,0,0,0,0,7000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,21,21,29,30,30,34,34,○,×,×,×,×,×,×,×,×,0,0,,,,,,,,,,,,,,,,,補給物資,通常,1,0,0,0,0,0,15,9,12,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,11,11,1208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,YAL-1,○,高空,高空,彈道飛彈迎擊機,0,1,15,9,1200,0,0,0,0,×,×,×,×,×,○,×,×,×,90,4,4,3,2,2,1,12,12,0,0,0,0,35000,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,無,無,20,20,28,33,33,32,32,○,×,×,×,×,×,×,×,×,0,0,雷射,AL,4,25,,,,,,,,,,,,,,,,,16,0,0,0,0,10,13,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,12,12,1301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,AH-64D 長弓阿帕契,○,低空,低空,攻擊直昇機,0,10,2,2,12,0,0,0,0,×,×,×,×,×,○,×,×,×,90,1,2,3,4,4,1,0,0,0,0,0,0,350,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,18,18,25,23,23,20,20,×,○,×,×,×,×,○,○,×,0,0,AGM-114 地獄火,hATM,1,14,對地火箭,攻擊,1,12,AIM-92 刺針,hAAM,1,16,30mm機關砲,直昇機,2,8,,,,,4,0,1,3,0,8,9,0,70,2,3,1,3,0,8,9,0,70,0,5,1,3,0,8,9,0,70,2,0,0,3,0,9,9,0,70,781,1,13,13,1401
782,WAH-1,○,低空,低空,攻擊直昇機,0,10,2,2,12,0,0,0,0,×,×,×,×,×,○,×,×,×,90,1,2,3,4,4,1,0,0,0,0,0,0,350,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,18,18,25,23,23,20,20,×,○,×,×,×,×,○,○,×,0,0,AGM-114 地獄火,hATM,1,14,對地火箭,攻擊,1,12,AIM-92 刺針,hAAM,1,16,30mm機關砲,直昇機,2,8,,,,,4,0,1,3,0,8,9,0,70,2,3,1,3,0,8,9,0,70,0,5,1,3,0,8,9,0,70,2,0,0,3,0,9,9,0,70,782,1,13,13,1409
784,AH-64A 阿帕契,○,低空,低空,攻擊直昇機,0,10,2,2,10,0,0,0,0,×,×,×,×,×,○,×,×,×,70,1,2,3,3,3,1,0,0,0,0,0,0,300,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,18,18,24,22,22,20,20,×,○,×,×,×,×,○,○,×,0,0,AGM-114 地獄火,hATM,1,14,對地火箭,攻擊,1,12,AIM-92 刺針,hAAM,1,16,30mm機關砲,直昇機,2,8,,,,,4,0,1,3,0,8,9,0,70,2,3,1,3,0,8,9,0,70,0,5,1,3,0,8,9,0,70,0,0,0,0,0,0,0,0,0,784,1,13,13,1403
789,AH-1Z 超級眼鏡蛇,○,低空,低空,攻擊直昇機,0,10,2,2,10,0,0,0,0,×,×,×,×,×,○,×,×,×,70,1,2,3,3,3,1,0,0,0,0,0,0,300,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,17,17,23,22,22,19,19,×,○,×,×,×,×,○,○,×,0,0,AGM-114 地獄火,hATM,1,14,對地火箭,攻擊,1,12,AIM-9L響尾蛇,hAAM,1,16,20mm機關砲,直昇機,2,8,,,,,4,0,1,3,0,8,9,0,80,2,3,1,3,0,8,9,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,1,13,13,1404
790,AH-1W 超級眼鏡蛇,○,低空,低空,攻擊直昇機,0,10,2,2,10,0,0,0,0,×,×,×,×,×,○,×,×,×,70,1,2,3,3,3,1,0,0,0,0,0,0,280,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,17,17,22,22,22,19,19,×,○,×,×,×,×,○,○,×,0,0,AGM-114 地獄火,hATM,1,14,對地火箭,攻擊,1,12,AIM-92 刺針,hAAM,1,16,20mm機關砲,直昇機,2,8,,,,,4,0,1,3,0,8,9,0,60,2,3,1,3,0,8,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,1,13,13,1404
792,AH-1S 眼鏡蛇,○,低空,低空,攻擊直昇機,0,10,2,2,8,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,3,3,3,1,0,0,0,0,0,0,240,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,16,16,21,21,21,18,18,×,○,×,×,×,×,○,○,×,0,0,BGM-71 TOW,hATM,1,14,對地火箭,攻擊,1,12,20mm機關砲,直昇機,2,8,,,,,,,,,2,2,3,0,0,8,8,0,60,0,4,3,0,0,8,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,1,13,13,1402
794,AH-1F_UG,○,低空,低空,攻擊直昇機,0,10,2,2,10,0,0,0,0,×,×,×,×,×,○,×,×,×,70,1,2,3,3,3,1,0,0,0,0,0,0,270,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,17,17,22,22,22,19,19,×,○,×,×,×,×,○,○,×,0,0,AGM-114 地獄火,hATM,1,14,對地火箭,攻擊,1,12,20mm機關砲,直昇機,2,8,,,,,,,,,4,0,3,0,0,8,9,0,60,2,3,3,0,0,8,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,1,13,13,1404
795,MH-6小鳥,○,低空,低空,攻擊直昇機,0,4,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,70,1,2,3,3,3,1,0,0,0,0,0,0,240,00000010,10,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,運輸直昇機,16,16,19,20,20,16,16,×,○,×,×,×,×,○,○,×,0,0,AGM-114 地獄火,hATM,1,14,對地火箭,攻擊_1,1,12,40mm榴彈,直昇機,2,8,迷你砲,直昇機,2,8,,,,,1,0,0,3,0,8,8,0,50,0,3,0,3,0,8,8,0,50,0,0,3,0,0,8,8,0,60,0,0,0,0,0,0,0,0,0,795,1,13,13,1419
796,MD-530F,○,低空,低空,攻擊直昇機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,3,3,3,1,0,0,0,0,0,0,200,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,16,16,19,20,20,16,16,×,○,×,×,×,×,○,○,×,0,0,米蘭,hATM,1,14,對地火箭,攻擊_1,1,12,20mm機關砲,直昇機_2,2,8,,,,,,,,,2,0,0,0,0,8,8,0,50,0,3,0,0,0,8,8,0,50,0,0,3,0,0,8,8,0,50,0,0,0,0,0,0,0,0,0,796,1,13,13,1420
800,Ka-50黑鮫,○,低空,低空,攻擊直昇機,0,10,2,2,10,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,3,3,3,1,0,0,0,0,0,0,330,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,18,18,26,23,23,20,20,×,○,×,×,×,×,○,○,×,0,0,9M120,hAT-16,1,14,對地火箭,攻擊,1,12,9M313 伊格拉1,hSA-16,1,16,30mm機關砲,直昇機_2,2,8,,,,,3,0,2,3,0,8,8,0,60,3,3,0,2,0,8,8,0,60,0,6,2,3,0,8,8,0,60,0,0,0,0,0,0,0,0,0,800,1,13,13,1405
802,Ka-52短吻鱷,○,低空,低空,攻擊直昇機,0,10,2,2,10,0,0,0,0,×,×,×,×,×,○,×,×,×,70,1,2,3,4,4,1,0,0,0,0,0,0,350,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,18,18,26,23,23,20,20,×,○,×,×,×,×,○,○,×,0,0,9M120,hAT-16,1,14,對地火箭,攻擊,1,12,AIM-92 刺針,hAAM,1,16,30mm機關砲,直昇機_2,2,8,,,,,3,0,2,3,0,8,8,0,60,3,3,0,2,0,8,8,0,60,0,6,2,3,0,8,8,0,60,0,0,0,0,0,0,0,0,0,802,1,13,13,1418
804,Mi-28浩劫,○,低空,低空,攻擊直昇機,0,10,2,2,10,0,0,0,0,×,×,×,×,×,○,×,×,×,80,1,2,3,4,4,1,0,0,0,0,0,0,360,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,16,16,24,24,24,21,21,×,○,×,×,×,×,○,○,×,0,0,9M114,hAT-6,1,14,對地火箭,攻擊,1,12,9M313 伊格拉1,hSA-16,1,16,30mm機關砲,直昇機_2,2,8,,,,,4,3,0,3,0,8,8,0,60,2,0,2,3,0,8,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,1,13,13,1421
808,Mi-24雌鹿,○,低空,低空,攻擊直昇機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,30,1,2,3,3,3,1,0,0,0,0,0,0,240,00000010,10,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,運輸直昇機,15,15,18,19,19,18,18,×,○,×,×,×,×,○,○,×,0,0,9M114,hAT-6,1,14,對地火箭,攻擊,1,12,30mm機關砲,直昇機_3,2,8,,,,,,,,,2,4,4,0,0,7,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,1,13,13,1406
809,Mi-25雌鹿,○,低空,低空,攻擊直昇機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,30,1,2,3,3,3,1,0,0,0,0,0,0,210,00000010,10,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,運輸直昇機,15,15,18,19,19,18,18,×,○,×,×,×,×,○,○,×,0,0,9M17P ,hAT2沙塔,1,14,對地火箭,攻擊,1,12,機關槍,直昇機,2,8,,,,,,,,,2,4,4,0,0,7,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,1,13,13,1415
817,UHT 虎式,○,低空,低空,攻擊直昇機,0,10,2,2,10,0,0,0,0,×,×,×,×,×,○,×,×,×,80,1,2,3,3,3,1,0,0,0,0,0,0,250,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,18,18,22,23,23,19,19,×,○,×,×,×,×,○,○,×,0,0,ATGW-3　TRIGAT,hATM,1,14,對地火箭,攻擊,1,12,AIM-92 刺針,hAAM,1,16,30mm機關砲,直昇機_2,2,8,,,,,4,0,2,3,0,8,8,0,50,2,2,2,3,0,8,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,1,13,13,1407
818,HAP/HAC 虎式,○,低空,低空,攻擊直昇機,0,10,2,2,10,0,0,0,0,×,×,×,×,×,○,×,×,×,80,1,2,3,3,3,1,0,0,0,0,0,0,250,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,18,18,22,23,23,19,19,×,○,×,×,×,×,○,○,×,0,0,ATGW-3　TRIGAT,hATM,1,14,對地火箭,攻擊,1,12,西北風,hAAM,1,16,30mm機關砲,直昇機_2,2,8,,,,,4,0,0,0,0,8,8,0,50,2,0,2,0,0,8,8,0,50,0,4,2,4,0,8,8,0,50,0,0,0,0,0,0,0,0,0,818,1,13,13,1410
819,HAD 虎式,○,低空,低空,攻擊直昇機,0,10,2,2,10,0,0,0,0,×,×,×,×,×,○,×,×,×,80,1,2,3,3,3,1,0,0,0,0,0,0,250,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,18,18,22,23,23,19,19,×,○,×,×,×,×,○,○,×,0,0,ATGW-3　TRIGAT,hATM,1,14,對地火箭,攻擊,1,12,西北風,hAAM,1,16,30mm機關砲,直昇機_2,2,8,,,,,4,0,0,0,0,8,8,0,50,2,0,2,0,0,8,8,0,50,0,4,2,4,0,8,8,0,50,0,0,0,0,0,0,0,0,0,819,1,13,13,1410
820,ARH 虎式,○,低空,低空,攻擊直昇機,0,10,2,2,10,0,0,0,0,×,×,×,×,×,○,×,×,×,80,1,2,3,3,3,1,0,0,0,0,0,0,280,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,18,18,22,23,23,19,19,×,○,×,×,×,×,○,○,×,0,0,AGM-114 地獄火,hATM,1,14,對地火箭,攻擊,1,12,30mm機關砲,直昇機_2,2,8,,,,,,,,,2,4,3,0,0,8,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,1,13,13,1410
824,PAH-1,○,低空,低空,攻擊直昇機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,50,1,2,3,3,3,1,0,0,0,0,0,0,200,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,16,16,20,19,19,18,18,×,○,×,×,×,×,○,○,×,0,0,HOT,hATM,1,14,20mm機關砲,直昇機_2,2,8,,,,,,,,,,,,,4,3,0,0,0,7,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,1,13,13,1408
825,Bo-105D,○,低空,低空,攻擊直昇機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,50,1,2,3,3,3,1,0,0,0,0,0,0,180,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,16,16,20,19,19,18,18,×,○,×,×,×,×,○,○,×,0,0,HOT,hATM,1,14,,,,,,,,,,,,,,,,,3,0,0,0,0,7,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,1,13,13,1408
826,Hkp.9A,○,低空,低空,攻擊直昇機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,50,1,2,3,3,3,1,0,0,0,0,0,0,180,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,16,16,20,19,19,18,18,×,○,×,×,×,×,○,○,×,0,0,Rb.55,hTOW,1,14,,,,,,,,,,,,,,,,,2,0,0,0,0,7,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,1,13,13,1414
827,HA-15,○,低空,低空,攻擊直昇機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,50,1,2,3,3,3,1,0,0,0,0,0,0,180,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,16,16,20,19,19,18,18,×,○,×,×,×,×,○,○,×,0,0,HOT,hATM,1,14,20mm機關砲,直昇機_2,2,8,,,,,,,,,,,,,3,0,0,0,0,7,8,0,55,0,6,0,0,0,7,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,1,13,13,1417
832,SA-342M 瞪羚,○,低空,低空,攻擊直昇機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,2,3,3,3,1,0,0,0,0,0,0,160,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,18,18,23,21,21,19,19,×,○,×,×,×,×,○,○,×,0,0,HOT,hATM,1,14,對地火箭,攻擊_1,1,12,機關槍,直昇機,2,8,,,,,,,,,3,0,0,0,0,7,8,0,50,0,4,0,0,0,7,8,0,50,1,0,3,0,0,7,8,0,50,0,0,0,0,0,0,0,0,0,832,1,13,13,1411
837,A-129貓鼬式,○,低空,低空,攻擊直昇機,0,10,2,2,8,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,3,3,3,1,0,0,0,0,0,0,250,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,16,16,20,22,22,18,18,×,○,×,×,×,×,○,○,×,0,0,BGM-71 TOW,hATM,1,14,對地火箭,攻擊,1,12,AIM-92 刺針,hAAM,1,16,,,,,,,,,4,0,0,0,0,7,8,0,50,2,3,0,0,0,7,8,0,50,0,6,1,0,0,7,8,0,50,0,0,0,0,0,0,0,0,0,837,1,13,13,1412
839,A-109燕子,○,低空,低空,攻擊直昇機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,30,1,2,3,3,3,1,0,0,0,0,0,0,210,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,16,16,18,19,19,17,17,×,○,×,×,×,×,○,○,×,0,0,BGM-71 TOW,hATM,1,14,對地火箭,攻擊_2,1,12,,,,,,,,,,,,,4,0,0,0,0,7,8,0,50,0,6,0,0,0,7,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,1,13,13,1413
843,AH-2茶鷹,○,低空,低空,攻擊直昇機,0,10,2,2,8,0,0,0,0,×,×,×,×,×,○,×,×,×,60,1,2,3,3,3,1,0,0,0,0,0,0,250,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,17,17,20,21,21,17,17,×,○,×,×,×,×,○,○,×,0,0,Mokopa,hATM,1,14,對地火箭,攻擊,1,12,AIM-92 刺針,hAAM,1,16,,,,,,,,,4,3,0,0,0,7,8,0,45,4,0,4,0,0,7,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,1,13,13,1416
846,武直10型,○,低空,低空,攻擊直昇機,0,10,2,2,8,0,0,0,0,×,×,×,×,×,○,×,×,×,70,1,2,3,3,3,1,0,0,0,0,0,0,300,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,無,16,16,21,21,21,17,17,×,○,×,×,×,×,○,○,×,0,0,紅箭10,hATM,1,14,對地火箭,攻擊,1,12,QW-3,hAAM,1,16,30mm機關砲,直昇機_3,2,8,,,,,4,0,1,3,0,7,8,0,60,2,3,1,3,0,7,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,1,13,13,6801
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,MV-22魚鷹,○,低空,低空,兵員運輸直昇機,0,10,2,2,12,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,3,3,3,3,1,0,0,0,0,0,0,300,00000110,10,00000010,10,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,運輸直昇機,21,21,24,18,18,20,20,×,○,×,×,×,×,○,○,×,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,12,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,1,14,14,1503
856,UH-60黑鷹,○,低空,低空,兵員運輸直昇機,0,10,2,2,8,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,2,3,3,3,1,0,0,0,0,0,0,220,00000110,10,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,運輸直昇機,17,17,22,20,20,17,17,×,○,×,×,×,×,○,○,×,0,0,AGM-114 地獄火,hATM,1,18,機關槍,直昇機_2,2,8,,,,,,,,,,,,,0,4,0,0,0,8,8,0,60,4,0,0,0,0,7,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,1,14,14,1501
4902,UH-60黑鷹,×,低空,低空,兵員運輸直昇機,0,10,2,2,8,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,2,3,3,3,1,0,0,0,0,0,0,200,00000110,10,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,運輸直昇機,17,17,22,20,20,17,17,×,○,×,×,×,×,○,○,×,0,0,機關槍,直昇機_2,2,8,,,,,,,,,,,,,,,,,4,0,0,0,0,8,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4902,1,14,14,1501
859,S-70,○,低空,低空,兵員運輸直昇機,0,10,2,2,8,0,0,0,0,×,×,×,×,×,○,×,×,×,30,1,2,3,3,3,1,0,0,0,0,0,0,210,00000110,10,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,運輸直昇機,17,17,22,20,20,17,17,×,○,×,×,×,×,○,○,×,0,0,機關槍,直昇機_2,2,10,,,,,,,,,,,,,,,,,4,0,0,0,0,8,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,1,14,14,1514
863,CH-146獅鷲,○,低空,低空,兵員運輸直昇機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,2,3,3,3,1,0,0,0,0,0,0,180,00000010,10,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,運輸直昇機,16,16,21,19,19,16,16,×,○,×,×,×,×,○,○,×,0,0,機關槍,直昇機_2,2,8,,,,,,,,,,,,,,,,,4,0,0,0,0,7,7,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,1,14,14,1516
864,AB-412,○,低空,低空,兵員運輸直昇機,0,10,2,2,6,0,0,0,0,×,×,×,×,×,○,×,×,×,40,1,2,3,3,3,1,0,0,0,0,0,0,180,00000010,10,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,直昇機,運輸直昇機,16,16,21,19,19,16,16,×,○,×,×,×,×,○,○,×,0,0,機關槍,直昇機_2,2,8,,,,,,,,,,,,,,,,,4,0,0,0,0,7,7,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,1,14,14,1516
